Restaurant,Latitude,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
reHARU Sushi,61.145239,-149.858819,"1231 E Dimond Blvd, Anchorage, AK 99515, United States",ChIJM6YhhjKYyFYR6P9YYWQ229s,/biz/reharu-sushi-anchorage-2?osq=Restaurants,0.125235901361031,4.1,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1
Lexie's Cafe,61.3283641,-149.5682486,"11925 Old Glenn Hwy, Eagle River, AK 99577, United States",ChIJrZSvtPvryFYRM3U3DB5yzX4,/biz/lexie-s-cafe-eagle-river?osq=Restaurants,0.0481151771714033,4.5,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0
Pil's Deli,61.2184078,-149.8957439,"404 G St, Anchorage, AK 99501, United States",ChIJrzzkPIe9yFYRmtMC5Id5ikI,/biz/pils-deli-anchorage?osq=Restaurants,0.0476220144421813,4.1,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1
IHOP,61.1815746,-149.8750737,"501 E Tudor Rd, Anchorage, AK 99503, United States",ChIJK-LO372XyFYRPOmgJSu-1MA,/biz/ihop-anchorage-4?osq=Restaurants,0.0381285370960283,2.4,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0
Mike's Quality Meats,61.3302233,-149.57013,"12110 Business Blvd, Eagle River, AK 99577, United States",ChIJw98zg3PryFYRyqhoX9xyjps,/biz/mikes-quality-meats-eagle-river?osq=Restaurants,0.0558733801493923,4.0,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0
Mo's Deli and Catering,61.1363878,-149.8348514,"9220 Lake Otis Pkwy, Anchorage, AK 99507, United States",ChIJjyLZZAuZyFYRTtqq7ADKLpw,/biz/mos-deli-and-catering-anchorage?osq=Restaurants,0.0297312215762437,4.3,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0
Varsity Sports Grill,61.1884394,-149.8139897,"3550 Providence Dr, Anchorage, AK 99508, United States",ChIJc5S9kwGXyFYRQZbwURxofcc,/biz/varsity-sports-grill-anchorage-2?osq=Restaurants,0.0168920413559437,2.2,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0
Tasty Traveler,61.21768,-149.8869764,"245 W 5th Ave STE 106, Anchorage, AK 99501, United States",ChIJb6tTqSmWyFYR0ysKCl4Gu4k,/biz/tasty-traveler-anchorage?osq=Restaurants,0.0305639225902962,5.0,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1
The Hungry Deckhand,61.118279,-149.883667,"Anchorage, AK 99515",-,/biz/the-hungry-deckhand-anchorage?osq=Restaurants,0.149015532312656,4.6,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0
Kami Ramen,61.1862278,-149.9158522,"3807 Spenard Rd, Anchorage, AK 99517, United States",ChIJ2wT7DhWXyFYRXvfLHRF8Duc,/biz/kami-ramen-anchorage?osq=Restaurants,0.264061740256314,4.6,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Jinmi Korean Restaurant,61.1798507,-149.9379702,"4505 Spenard Rd Suite A, Anchorage, AK 99517, United States",ChIJfbrNHP2XyFYRnR_CNGISFGk,/biz/jinmi-korean-restaurant-anchorage?osq=Restaurants,0.175340576085977,4.1,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Rustic Goat,61.1951164,-149.9356201,"2800 Turnagain St, Anchorage, AK 99517, United States",ChIJo4KFq2C9yFYR1xm_rygB5Kc,/biz/rustic-goat-anchorage?osq=Restaurants,0.172518005503763,3.6,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Fiori D'Italia,61.1857628,-149.9301128,"2502 McRae Rd, Anchorage, AK 99517, United States",ChIJNTLkL-KXyFYRqFWxmaRgy40,/biz/fiori-d-italia-anchorage-3?osq=Restaurants,0.177986491817649,3.8,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Gumbo House,61.2164725,-149.8920661,"508 W 6th Ave, Anchorage, AK 99501, United States",ChIJcdfSYCqWyFYRr_9dreQnnWY,/biz/gumbo-house-anchorage?osq=Restaurants,0.155283957494701,3.4,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,1
Sorrento's Restaurant,61.1975987,-149.8705824,"610 E Fireweed Ln, Anchorage, AK 99503, United States",ChIJeQn9hcmXyFYRaiu1ZpMm4nI,/biz/sorrentos-restaurant-anchorage?osq=Restaurants,0.144102204708238,4.2,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Waffle Rush,61.2201592,-149.8203804,"3048 Mountain View Dr #101, Anchorage, AK 99508, United States",ChIJr4FnKpKWyFYRPKG6fLR2G_o,/biz/waffle-rush-anchorage-4?osq=Restaurants,0.153446356258913,4.3,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Golden Gate Restaurant,61.1816662,-149.8146538,"3471 E Tudor Rd, Anchorage, AK 99507, United States",ChIJK4CRBgWXyFYR4P0cuzSvZvs,/biz/golden-gate-restaurant-anchorage?osq=Restaurants,0.125160204174997,3.7,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Antonios Greek Bakery & Cafe,61.1925588,-149.914436,"3020 Minnesota Dr Suite 19A, Anchorage, AK 99517, United States",ChIJ_____8KXyFYRyKqRMXYN0SM,/biz/antonios-greek-bakery-and-cafe-anchorage?osq=Restaurants,0.0831049366651837,4.2,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,1
Lucky Kitchen,61.1750936,-149.8970902,"5011 Arctic Blvd B, Anchorage, AK 99503, United States",ChIJlSs30pKXyFYR3yEafyr82Ho,/biz/lucky-kitchen-anchorage?osq=Restaurants,0.104271858061434,3.0,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,1
Sushi Ya,61.1888211,-149.8675676,"3501 Old Seward Hwy, Anchorage, AK 99503, United States",ChIJOyWARdeZyFYR1U_9kBxkuRc,/biz/sushi-ya-anchorage?osq=Restaurants,0.117727805559909,3.6,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,1
Main Event Grill,61.1522473,-149.8624301,"1041 E 76th Ave #1A, Anchorage, AK 99518, United States",ChIJ1_f4iZ6XyFYRJ2To_nICb-s,/biz/main-event-grill-anchorage-2?osq=Restaurants,0.117301686318214,3.5,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Mochileros Street Food,61.130153,-149.8601063,"1221 China Berry Cir, Anchorage, AK 99515, United States",ChIJC430E1yZyFYRj-PAxx3KNgM,/biz/mochileros-street-food-anchorage?osq=Restaurants,0.081894162950652,4.3,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
Rush Espresso - Northern Lights,61.1954793,-149.8975673,"709 W Northern Lights Blvd, Anchorage, AK 99503, United States",ChIJ4dkH09qXyFYResqf1PL08k8,/biz/rush-espresso-northern-lights-anchorage?osq=Restaurants,0.0470337009854543,3.9,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,1
Eagle River Fried Rice Express,61.3302008,-149.5706949,"12110 Business Blvd #2, Eagle River, AK 99577, United States",ChIJUyKUcUnryFYRxNunV7ra_dE,/biz/eagle-river-fried-rice-express-anchorage?osq=Restaurants,0.0042189463692342,3.9,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0
El Jefe Taco Joint,61.173957,-149.8826951,"101 E International Airport Rd STE 101, Anchorage, AK 99518, United States",ChIJtQd0J_mXyFYR8RjnIxqj2Xg,/biz/el-jefe-taco-joint-anchorage?osq=Restaurants,0.2072004109076,4.4,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Gia Dinh Pho and Vietnamese Cuisine,61.1738978,-149.8936778,"Suite #A1, 549 W International Airport Rd, Anchorage, AK 99518, United States",ChIJZfX1fW-XyFYRCe1KJPV6W_I,/biz/gia-dinh-pho-and-vietnamese-cuisine-anchorage?osq=Restaurants,0.201757440111131,4.7,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Hong Kong Spirit Food,61.1724557,-149.8937091,"570 W 53rd Ave, Anchorage, AK 99518, United States",ChIJjzpu_DSXyFYRKHfrvK1MNQw,/biz/hong-kong-spirit-food-anchorage-3?osq=Restaurants,0.21883185890039,4.6,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Da J3rk Spot,61.3302266,-149.5694881,"12110 Business Blvd, Eagle River, AK 99577, United States",ChIJgwdL1-PryFYRo1xS3yxQDls,/biz/da-j3rk-spot-eagle-river?osq=Restaurants,0.168059573623022,4.5,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Cajun Corner,61.2193725,-149.8957161,"302 G St, Anchorage, AK 99501, United States",ChIJzRcQ2bW9yFYRQ9Pu_Jr9Gco,/biz/cajun-corner-anchorage?osq=Restaurants,0.167137452949005,4.1,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Miso Sushi,61.1449922,-149.8612137,"1111E E Dimond Blvd, Anchorage, AK 99515, United States",ChIJzTQNrw6ZyFYR7Cybbn8QQGk,/biz/miso-sushi-anchorage?osq=Restaurants,0.139523189915244,4.5,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Fukumaru Teriyaki,61.1797684,-149.9374491,"4505 Spenard Rd, Anchorage, AK 99517, United States",ChIJfbrNHP2XyFYRNMl13CgWt5I,/biz/fukumaru-teriyaki-anchorage?osq=Restaurants,0.162367188687442,4.1,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
myThai Downtown Restaurant,61.2187273,-149.8892131,"333 W 4th Ave #228, Anchorage, AK 99501, United States",ChIJ5buGMiiWyFYRhJfWk3ClNPU,/biz/mythai-downtown-restaurant-anchorage?osq=Restaurants,0.139716469347517,4.0,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Fancy Moose Lounge,61.1776141,-149.9425904,"4800 Spenard Rd, Anchorage, AK 99517, United States",ChIJrwPQxP2XyFYR72K-8-TLaqM,/biz/fancy-moose-lounge-anchorage?osq=Restaurants,0.135032815739227,3.0,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Phonatik,61.1456118,-149.8671331,"901 E Dimond Blvd, Anchorage, AK 99515, United States",ChIJJ3Qb1tCZyFYR2LbEuKFoQVE,/biz/phonatik-anchorage?osq=Restaurants,0.134535860409434,3.8,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Flying Machine Restaurant,61.1777657,-149.9420715,"4800 Spenard Rd, Anchorage, AK 99517, United States",ChIJV7pa0f2XyFYRuvAWSxdQaBc,/biz/flying-machine-restaurant-anchorage?osq=Restaurants,0.128674855585524,2.8,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Eastern European Store & Deli,61.1885857,-149.8945725,"601 W 36th Ave #12, Anchorage, AK 99503, United States",ChIJoUMhz8OXyFYRVZDrBJ4uTPw,/biz/eastern-european-store-and-deli-anchorage?osq=Restaurants,0.104876038722886,4.6,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Lucky Wishbone,61.2178566,-149.8633984,"1033 E 5th Ave, Anchorage, AK 99501, United States",ChIJt1coxDqWyFYRVPQSajGsBr0,/biz/lucky-wishbone-anchorage?osq=Restaurants,0.117624914720287,3.7,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Asia Garden Chinese Restaurant,61.1500188,-149.8647611,"7828 Old Seward Hwy, Anchorage, AK 99518, United States",ChIJnxQaDNaZyFYRaM9TUCE_bn0,/biz/asia-garden-chinese-restaurant-anchorage?osq=Restaurants,0.0999092527209173,2.9,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Jackie's Place Restaurant,61.1965274,-149.9068462,"2632 Spenard Rd, Anchorage, AK 99503, United States",ChIJ6eQbztuXyFYRFHYhcuhcuIQ,/biz/jackies-place-restaurant-anchorage?osq=Restaurants,0.122730913871971,4.0,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Zorba's Gyros,61.1958569,-149.8902544,"2700 Blueberry Rd, Anchorage, AK 99503, United States",ChIJI7cNe8WXyFYRuJw8-CPA5f4,/biz/zorbas-gyros-anchorage?osq=Restaurants,0.116807803993724,4.4,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Thai Delight Restaurant,61.1876631,-149.8973188,"3609 Arctic Blvd, Anchorage, AK 99503, United States",ChIJ0Y40UMKXyFYR3C-uKiYtMQ8,/biz/thai-delight-restaurant-anchorage?osq=Restaurants,0.038252252097829,4.2,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Winkys Wings,61.1380666,-149.8623203,"9191 Old Seward Hwy, Anchorage, AK 99515, United States",ChIJnV6UKsWZyFYRMHVIwutj8zw,/biz/winkys-wings-anchorage-2?osq=Restaurants,0.0553619755372563,3.9,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Cafe Amsterdam,61.1930568,-149.8743743,"530 E Benson Blvd #3, Anchorage, AK 99503, United States",ChIJY6AnHMiXyFYRbOnE83yqXDQ,/biz/cafe-amsterdam-anchorage?osq=Restaurants,0.0492635257610953,3.1,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Sami's City Diner,61.1932192,-149.9136468,"3000 Minnesota Dr, Anchorage, AK 99503, United States",ChIJw5cWm96XyFYRD6XTTfJMFjI,/biz/sami-s-city-diner-anchorage?osq=Restaurants,0.042788686815748,3.4,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1
Sis's Cafe & Catering,61.1712348,-149.8672403,"5445 Old Seward Hwy #4, Anchorage, AK 99518, United States",ChIJdfx12puXyFYRfAsUdsYiGeE,/biz/siss-cafe-and-catering-anchorage?osq=Restaurants,0.0085634955751444,4.2,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0
Birch & Alder,60.9875187,-149.5168105,"27635 Seward Hwy, Anchorage, AK 99540, United States",ChIJ5Q9SgbaHyFYRvc4RF1WxE8U,/biz/birch-and-alder-anchorage?osq=Restaurants,0.300275751106455,4.8,99540,4,282,93.7,1,1,10,3.3,0,9,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,80938,0,1,0
Turnagain Arm Pit BBQ - Temp. CLOSED,61.1872326,-149.8678058,"3637 Old Seward Hwy, Anchorage, AK 99503, United States",ChIJqRbBfbmXyFYReb0JVQN8ao4,/biz/turnagain-arm-pit-bbq-indian?osq=Restaurants,0.201415995663951,4.0,99540,4,282,93.7,1,1,10,3.3,0,9,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,80938,0,1,1
Brown Bear Saloon & Hotel,60.9857177,-149.4979858,"28065 Seward Hwy, Indian, AK 99540, United States",ChIJyXPNq1yHyFYRRLlCC8w1zR8,/biz/brown-bear-saloon-and-hotel-anchorage?osq=Restaurants,0.17865618356201,4.3,99540,4,282,93.7,1,1,10,3.3,0,9,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,80938,0,1,0
Guido's Pizza,61.17463,-149.893939,"549 W International Airport Rd, Anchorage, AK 99503, United States",ChIJn4HXVpeXyFYR5EWDiT9sMvk,/biz/guidos-pizza-anchorage?osq=Restaurants,0.134031752182865,3.3,99540,4,282,93.7,1,1,10,3.3,0,9,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,80938,0,1,1
L & L Hawaiian Barbecue,61.142683,-149.8677196,"800 E Dimond Blvd #3-011, Anchorage, AK 99515, United States",ChIJhwSSWNCZyFYRtXOPhru51nE,/biz/l-and-l-hawaiian-barbecue-anchorage-2?osq=Restaurants,0.156887027539875,4.2,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Peanut Farm,61.1731525,-149.8671983,"5227 Old Seward Hwy, Anchorage, AK 99518, United States",ChIJ8yRvXqC72lYRfReah3s7iLo,/biz/peanut-farm-anchorage?osq=Restaurants,0.154886127680404,3.1,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Southside Bistro,61.1097545,-149.8575437,"1320 Huffman Park Dr, Anchorage, AK 99515, United States",ChIJGRTkk5qZyFYRBhIaNXe6448,/biz/southside-bistro-anchorage-2?osq=Restaurants,0.15744722860405,4.2,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Serrano's Mexican Grill,61.1954676,-149.8801407,"201 E Northern Lights Blvd, Anchorage, AK 99503, United States",ChIJH0A8uciXyFYRQvUedUNWEEU,/biz/serranos-mexican-grill-anchorage?osq=Restaurants,0.141744735975226,3.9,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
The Marx Bros Cafe,61.2196898,-149.89465,"627 W 3rd Ave, Anchorage, AK 99501, United States",ChIJ9fW-Boe9yFYRrCJkSjmpmf0,/biz/the-marx-bros-cafe-anchorage?osq=Restaurants,0.144705658331782,4.2,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,1
Lucy's,61.1901131,-149.8322363,"Cuddy Hall, 3400, Seawolf Dr, Anchorage, AK 99508, United States",ChIJgf_1DQCXyFYRKhIMIvHaw6E,/biz/lucys-anchorage?osq=Restaurants,0.130291551026382,4.7,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Pipers Restaurant and Sports Lounge,61.1749657,-149.9484967,"3450 Aviation Ave, Anchorage, AK 99502, United States",ChIJt-9JNP6XyFYRUBnBBcYGlW0,/biz/pipers-restaurant-and-sports-lounge-anchorage-2?osq=Restaurants,0.125878305624365,3.3,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Golden Corral Buffet & Grill,61.1787446,-149.8852215,"4520 Union Square Dr, Anchorage, AK 99503, United States",ChIJM7BNVZSXyFYRxf9B9mfGoTw,/biz/golden-corral-buffet-and-grill-anchorage?osq=Restaurants,0.0600571051920267,2.9,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Tropical Latin Food,61.2212348,-149.7777421,"341 Boniface Pkwy, Anchorage, AK 99504, United States",ChIJE6ZI4YeWyFYR6pORWouMLOg,/biz/tropical-latin-food-anchorage?osq=Restaurants,0.0637233114588543,3.6,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Golden Donuts,61.181058,-149.8391475,"2213 E Tudor Rd, Anchorage, AK 99508, United States",ChIJGSrE4qaXyFYRpAJ3koWm05M,/biz/golden-donuts-anchorage?osq=Restaurants,0.100860375101456,3.3,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
TaTu BBQ,47.6185157,-117.2509176,"4110 S Bowdish Rd, Spokane Valley, WA 99206, United States",ChIJn7uZ5RIhnlQRfwM9QNSaksU,/biz/tatu-bbq-anchorage?osq=Restaurants,0.0169584769027015,3.8,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Silver Gulch Brewing & Bottling,61.1738418,-149.9828571,"5000 W International Airport Rd, Anchorage, AK 99502, United States",ChIJ63i4ibGiyFYRxLQSk3B4Jek,/biz/silver-gulch-brewing-and-bottling-anchorage-2?osq=Restaurants,0.051246033491224,4.2,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Thirty Six Bistro,61.1757679,-149.9430422,"4901 Spenard Rd, Anchorage, AK 99517, United States",ChIJUaPyYf6XyFYRVhdAotDkNo0,/biz/thirty-six-bistro-anchorage?osq=Restaurants,0.0042125362705015,3.4,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0
Wildberry Pancakes and Cafe,41.8847209,-87.6228606,"130 E Randolph St, Chicago, IL 60601, United States",ChIJbwD-GqYsDogRFT9FTurCL5U,/biz/wildberry-pancakes-and-cafe-chicago-2?osq=Restaurants,0.136356788965517,4.4,60601,4,8683,58.7,1,1,1034,7.0,0,10,0.1,0,3865,26.1,1,0,0.0,0,5025,93.3,1,3.4,0,123115,1,1,0
Cabaret Zazou,41.8850059,-87.6287918,"32 W Randolph St 14th floor, Chicago, IL 60601, United States",ChIJq6UVHTMtDogRqvIFUBU2Wx4,/biz/cabaret-zazou-chicago?osq=Restaurants,0.145714724827586,4.8,60601,4,8683,58.7,1,1,1034,7.0,0,10,0.1,0,3865,26.1,1,0,0.0,0,5025,93.3,1,3.4,0,123115,1,1,0
Giordano's,41.8851301,-87.6237612,"130 E Randolph St, Chicago, IL 60601, United States",ChIJh3i0BqYsDogR6yp0y6TFlOQ,/biz/giordanos-chicago-30?osq=Restaurants,0.0351827537931034,3.8,60601,4,8683,58.7,1,1,1034,7.0,0,10,0.1,0,3865,26.1,1,0,0.0,0,5025,93.3,1,3.4,0,123115,1,1,0
Grill on 21,41.8789847,-87.6324459,"208 S La Salle St, Chicago, IL 60604, United States",ChIJi9pYA2stDogRDgjYJM3e2D8,/biz/grill-on-21-chicago-2?osq=Restaurants,0.0175890548275862,3.9,60601,4,8683,58.7,1,1,1034,7.0,0,10,0.1,0,3865,26.1,1,0,0.0,0,5025,93.3,1,3.4,0,123115,1,1,0
The Dearborn,41.8843373,-87.6292766,"145 N Dearborn St, Chicago, IL 60602, United States",ChIJ-XdXNKUsDogRW-m5g5Siao8,/biz/the-dearborn-chicago-2?osq=Restaurants,0.398390937241379,4.3,60602,4,623,54.6,1,1,38,3.3,0,380,33.3,1,101,8.8,1,0,0.0,0,335,67.5,1,0.0,0,235666,1,1,0
Remington's,41.8826897,-87.6246716,"20 N Michigan Ave, Chicago, IL 60602, United States",ChIJfecaS6QsDogRYoT-1zdAdJE,/biz/remingtons-chicago?osq=Restaurants,0.0551486855172414,4.2,60602,4,623,54.6,1,1,38,3.3,0,380,33.3,1,101,8.8,1,0,0.0,0,335,67.5,1,0.0,0,235666,1,1,1
Polombia,41.8829813,-87.6285842,"Urban Space, 15 W Washington St, Chicago, IL 60602, United States",ChIJQ7BrowYtDogROp_cGiPanQU,/biz/polombia-chicago?osq=Restaurants,0.0131478865517241,4.5,60602,4,623,54.6,1,1,38,3.3,0,380,33.3,1,101,8.8,1,0,0.0,0,335,67.5,1,0.0,0,235666,1,1,0
Bhoomi Modern Indian Grill,41.8829463,-87.6286206,"15 W Washington St, Chicago, IL 60602, United States",ChIJR-m5HnotDogR8B8NixjGuok,/biz/bhoomi-modern-indian-grill-chicago?osq=Restaurants,0.0043745172413793,4.9,60602,4,623,54.6,1,1,38,3.3,0,380,33.3,1,101,8.8,1,0,0.0,0,335,67.5,1,0.0,0,235666,1,1,0
The Gage,41.8813255,-87.6246582,"24 S Michigan Ave, Chicago, IL 60603, United States",ChIJ5a8ra6QsDogRENtJLAp40AE,/biz/the-gage-chicago?osq=Restaurants,0.220538953793103,4.2,60603,2,756,59.3,1,1,71,5.6,0,0,0.0,0,397,31.1,1,0,0.0,0,323,98.8,1,5.2,1,114394,1,1,1
Cindy's Rooftop,41.881662,-87.6249684,"12 S Michigan Ave, Chicago, IL 60603, United States",ChIJeYbaOKQsDogRfJrgIMgDNvE,/biz/cindys-rooftop-chicago?osq=Restaurants,0.157599408965517,4.1,60603,2,756,59.3,1,1,71,5.6,0,0,0.0,0,397,31.1,1,0,0.0,0,323,98.8,1,5.2,1,114394,1,1,1
